26,28,36
165,125,114
9,8,12
59,60,68
115,109,117
198,107,71
115,102,92
14,13,10
163,165,171
231,169,103
57,44,34
197,182,169
57,38,47
248,219,164
103,60,56
16,8,9
36,23,30
188,121,94
